"","partID_given","partID","dyadID","gender_baseline","Progress","Duration","RecordedDate","DistributionChannel","day","gender","gender_6_TEXT","gate1","gate2","gate3","gate4","gate5","gate6","beds","vaccum","food","dishes","garbage","yardwork","pets","laundry","errands","cars","finances","events","calls","other_chores","fair_chores","satisfied_chores","homeschool","attention","worrying","activities","clothes","sick","getting_up","put_to_bed","discipline","reading","playing","picking_up","hygiene","dressing","comforting","feeding","other_childcare","fair_childcare","satisfied_childcare","wfibs1","wfibs2","wfibs3","covid_pres1","covid_pres2","covid_pres3","covid_pres4","covid_pres5","covid_pres6","qmi1","qmi2","qmi3","qmi4","comm1","comm2","comm3","comm4","comments","ResponseID","RecordedDate_lag","dist","first_sec","prob","rec_num","weekish","day_of_study","week","problems","ID_check"
"113","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,289,2020-10-01 20:51:00,"email","Thursday","Man",NA,"Strongly disagree","Strongly disagree","Strongly disagree","","","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","None",9,NA,NA,1,0,3,1,4,1,1,0
"114","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,168,2020-10-02 20:31:00,"email","Friday","Man",NA,"Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","","","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Pretty much fair to me","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","A little true about me","A little true about me","A little true about me","A little true about me","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","No",1,NA,NA,1,0,4,1,5,1,1,0
"115","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,195,2020-10-03 21:49:00,"email","Saturday","Man",NA,"Strongly disagree","Strongly disagree","Strongly disagree","","","","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Pretty much fair to me","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","A little true about me","Somewhat true about me","A little true about me","A little true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","No",5,NA,NA,1,0,5,1,6,1,1,0
"116","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,132,2020-10-05 00:25:00,"email","Sunday","Man",NA,"Somewhat disagree","Strongly disagree","Strongly disagree","","","","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","A little true about me","A little true about me","A little true about me","A little true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","No",7,NA,NA,1,0,6,1,7,1,1,0
"117","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,316,2020-10-05 20:26:00,"email","Monday","Man",NA,"Strongly disagree","Strongly disagree","Strongly disagree","","","","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Mo","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat true about me","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","No",4,2020-09-28 19:45:00,7.02847222222222,2,0,7,1,8,2,1,0
"118","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,153,2020-10-06 19:58:00,"email","Tuesday","Man",NA,"Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","","","","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","No",12,2020-09-29 22:58:00,6.875,2,0,8,2,9,2,1,0
"119","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,180,2020-10-08 12:50:00,"email","Wednesday","Man",NA,"Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","","","","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat true about me","A little true about me","A little true about me","Somewhat true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","No",13,NA,NA,1,0,9,2,10,2,1,0
"120","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,167,2020-10-09 11:39:00,"email","Thursday","Man",NA,"Strongly disagree","Strongly disagree","Neither agree nor disagree","","","","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","A little true about me","A little true about me","Not true about me","A little true about me","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","No ",10,2020-10-01 20:51:00,7.61666666666667,2,0,10,2,11,2,1,0
"121","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,135,2020-10-09 17:10:00,"email","Friday","Man",NA,"Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","","","","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","A little true about me","A little true about me","Not true about me","A little true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","No",2,2020-10-02 20:31:00,6.86041666666667,2,0,11,2,12,2,1,0
"122","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,261,2020-10-10 17:17:00,"email","Saturday","Man",NA,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","","","","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","No",6,2020-10-03 21:49:00,6.81111111111111,2,0,12,2,13,2,1,0
"123","","R_1ib4Sbpr2laTU4n",1215551,"Woman",100,212,2020-10-11 19:13:00,"email","Sunday","Man",NA,"Strongly disagree","Strongly disagree","Strongly disagree","","","","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","No",8,2020-10-05 00:25:00,6.78333333333333,2,0,13,2,14,2,1,0
"124","","R_27DoLcZAeezGpAg",1215551,"",100,1531,2020-09-28 19:31:00,"smsinvite","Monday","Woman",NA,"Somewhat disagree","Somewhat disagree","Somewhat disagree","","","","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","A little true about me","A little true about me","Not true about me","Not true about me","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","None",3,NA,NA,1,0,1,1,1,1,0,0
"125","","R_27DoLcZAeezGpAg",1215551,"Man",100,798,2020-09-29 19:26:00,"smsinvite","Tuesday","Woman",NA,"Somewhat agree","Strongly disagree","Strongly disagree","","","","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Slightly unfair to you","Very dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat true about me","Somewhat true about me","Not true about me","A little true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","No",11,NA,NA,1,0,2,1,2,1,0,0
"126","","R_27DoLcZAeezGpAg",1215551,"Man",100,329,2020-09-30 18:30:00,"smsinvite","Wednesday","Woman",NA,"Neither agree nor disagree","Somewhat disagree","Somewhat disagree","","","","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Somewhat disagree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","A little true about me","A little true about me","Not true about me","A little true about me","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","No",13,NA,NA,1,0,3,1,3,1,0,0
"127","","R_27DoLcZAeezGpAg",1215551,"Man",100,181,2020-10-01 19:59:00,"smsinvite","Thursday","Woman",NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Somewhat disagree","Strongly agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","A little true about me","A little true about me","Not true about me","A little true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","None",9,NA,NA,1,0,4,1,4,1,0,0
"128","","R_27DoLcZAeezGpAg",1215551,"Man",100,201,2020-10-02 19:03:00,"smsinvite","Friday","Woman",NA,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","Slightly unfair to you","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat true about me","A little true about me","Not true about me","A little true about me","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","No",1,NA,NA,1,0,5,1,5,1,0,0
"129","","R_27DoLcZAeezGpAg",1215551,"Man",100,577,2020-10-03 17:10:00,"smsinvite","Saturday","Woman",NA,"Strongly agree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","A little true about me","A little true about me","Not true about me","A little true about me","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","No",5,NA,NA,1,0,6,1,6,1,0,0
"130","","R_27DoLcZAeezGpAg",1215551,"Man",100,197,2020-10-04 18:04:00,"smsinvite","Sunday","Woman",NA,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","A little true about me","Not true about me","Not true about me","Not true about me","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","No",7,NA,NA,1,0,7,1,7,1,0,0
"131","","R_27DoLcZAeezGpAg",1215551,"Man",100,153,2020-10-05 20:20:00,"smsinvite","Monday","Woman",NA,"Somewhat agree","Somewhat agree","Somewhat agree","","","","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No ","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","A little true about me","A little true about me","Not true about me","Not true about me","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","No",4,2020-09-28 19:31:00,7.03402777777778,2,0,8,2,8,2,0,0
"132","","R_27DoLcZAeezGpAg",1215551,"Man",100,899,2020-10-06 19:46:00,"smsinvite","Tuesday","Woman",NA,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","A little true about me","Not true about me","Not true about me","A little true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","No",12,2020-09-29 19:26:00,7.01388888888889,2,0,9,2,9,2,0,0
"133","","R_27DoLcZAeezGpAg",1215551,"Man",100,131,2020-10-07 17:47:00,"smsinvite","Wednesday","Woman",NA,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","Not true about me","Not true about me","Not true about me","A little true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","No",14,2020-09-30 18:30:00,6.97013888888889,2,0,10,2,10,2,0,0
"134","","R_27DoLcZAeezGpAg",1215551,"Man",100,162,2020-10-08 17:12:00,"smsinvite","Thursday","Woman",NA,"Strongly agree","Somewhat disagree","Neither agree nor disagree","","","","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Very unfair to you","Very dissatisfied","","","","","","","","","","","","","","","","","","","","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Not true about me","Not true about me","Not true about me","Not true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","No",10,2020-10-01 19:59:00,6.88402777777778,2,0,11,2,11,2,0,0
"135","","R_27DoLcZAeezGpAg",1215551,"Man",100,330,2020-10-09 17:07:00,"smsinvite","Friday","Woman",NA,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Not true about me","A little true about me","Not true about me","Not true about me","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","No",2,2020-10-02 19:03:00,6.91944444444444,2,0,12,2,12,2,0,0
"136","","R_27DoLcZAeezGpAg",1215551,"Man",100,192,2020-10-10 17:12:00,"smsinvite","Saturday","Woman",NA,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat true about me","Somewhat true about me","A little true about me","A little true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","No",6,2020-10-03 17:10:00,7.00138888888889,2,0,13,2,13,2,0,0
"137","","R_27DoLcZAeezGpAg",1215551,"Man",100,168,2020-10-11 19:09:00,"smsinvite","Sunday","Woman",NA,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Slightly unfair to you","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Neither agree nor disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat true about me","A little true about me","Not true about me","A little true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","No",8,2020-10-04 18:04:00,7.04513888888889,2,0,14,2,14,2,0,0
"138","","R_xF1dSdGN7R2uu4N",1534532,"",100,272,2020-09-28 17:47:00,"email","Monday","Woman",NA,"Somewhat agree","Strongly disagree","Somewhat disagree","","","","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Childcare","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat true about me","Mostly true about me","Mostly true about me","Mostly true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","",3,NA,NA,1,0,1,1,1,1,0,0
"139","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,232,2020-09-29 19:48:00,"email","Tuesday","Woman",NA,"Neither agree nor disagree","Somewhat agree","Somewhat disagree","","","","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","Childcare","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Mostly true about me","Somewhat true about me","Somewhat true about me","Mostly true about me","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","",11,NA,NA,1,0,2,1,2,1,0,0
"140","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,197,2020-09-30 23:53:00,"email","Wednesday","Woman",NA,"Somewhat agree","Somewhat disagree","Somewhat disagree","","","","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Helped my mom","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","A little true about me","A little true about me","Not true about me","A little true about me","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","",13,NA,NA,1,0,3,1,3,1,0,0
"141","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,209,2020-10-01 17:27:00,"email","Thursday","Woman",NA,"Neither agree nor disagree","Strongly disagree","Strongly disagree","","","","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","Fair to both you and your partner","Very satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","",9,NA,NA,1,0,4,1,4,1,0,0
"142","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,191,2020-10-02 20:52:00,"email","Friday","Woman",NA,"Neither agree nor disagree","Strongly agree","Strongly agree","","","","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","",1,NA,NA,1,0,5,1,5,1,0,0
"143","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,300,2020-10-03 19:28:00,"email","Saturday","Woman",NA,"Somewhat agree","Somewhat disagree","Somewhat agree","","","","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Helped my mom with chores","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Strongly disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","No",5,NA,NA,1,0,6,1,6,1,0,0
"144","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,189,2020-10-04 20:46:00,"email","Sunday","Woman",NA,"Strongly agree","Somewhat agree","Strongly agree","","","","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Slightly unfair to you","Somewhat dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","No",7,NA,NA,1,0,7,1,7,1,0,0
"145","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,906,2020-10-05 21:51:00,"email","Monday","Woman",NA,"Somewhat agree","Somewhat agree","Neither agree nor disagree","","","","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Childcare","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Mostly true about me","Mostly true about me","Somewhat true about me","Mostly true about me","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","",4,2020-09-28 17:47:00,7.16944444444444,2,0,8,2,8,2,0,0
"146","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,156,2020-10-06 18:01:00,"email","Tuesday","Woman",NA,"Somewhat agree","Somewhat agree","Neither agree nor disagree","","","","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Childcare","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat true about me","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","",12,2020-09-29 19:48:00,6.92569444444444,2,0,9,2,9,2,0,0
"147","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,299,2020-10-07 20:52:00,"email","Wednesday","Woman",NA,"Neither agree nor disagree","Strongly disagree","Strongly disagree","","","","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Mostly true about me","Mostly true about me","A little true about me","Mostly true about me","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","",14,2020-09-30 23:53:00,6.87430555555556,2,0,10,2,10,2,0,0
"148","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,203,2020-10-08 17:04:00,"email","Thursday","Woman",NA,"Somewhat agree","Strongly disagree","Somewhat disagree","","","","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","",10,2020-10-01 17:27:00,6.98402777777778,2,0,11,2,11,2,0,0
"149","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,120,2020-10-09 17:17:00,"email","Friday","Woman",NA,"Strongly agree","Strongly disagree","Somewhat agree","","","","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","no","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Mostly true about me","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","",2,2020-10-02 20:52:00,6.85069444444444,2,0,12,2,12,2,0,0
"150","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,185,2020-10-10 19:22:00,"email","Saturday","Woman",NA,"Strongly agree","Strongly disagree","Neither agree nor disagree","","","","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Mostly true about me","Mostly true about me","A little true about me","Mostly true about me","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","",6,2020-10-03 19:28:00,6.99583333333333,2,0,13,2,13,2,0,0
"151","","R_xF1dSdGN7R2uu4N",1534532,"Woman",100,189,2020-10-11 21:50:00,"email","Sunday","Woman",NA,"Strongly agree","Strongly disagree","Neither agree nor disagree","","","","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","Slightly unfair to you","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","",8,2020-10-04 20:46:00,7.04444444444444,2,0,14,2,14,2,0,0
